review,sentiment
I 2014 gir verden i det store og det hele en jamn faen i hva de grandiose irene måtte foreta seg .,0
Det er kanskje ikke det verste utgangspunktet for et livstegn .,0
Å gjøre narr av premisset for dette « overraskende » gratisalbumet – feterte og irrelevante rockere pirker overfladisk i fordums sult – er såre enkelt .,1
"Men i praksis er det jo dette U2 har bedrevet fra og med trauste , men anstendige All That You Can ’ t Leave Behind ( 2000 ) , da de la bak seg eksperimentalismen , humoren og den postmoderne uroen som preget deres mest fruktbare kunstneriske periode ( les : nittitallet ) .",1
"På Songs Of Innocence har bandet med seg Danger Mouse , Paul Epworth , Ryan Tedder og Flood bak spakene , uten at noen av dem legger så altfor hørbare avtrykk på produktet .",1
"Dette er hovedsaklig minste-felles-multiplum-rock som forlengst har blitt foredlet av bandets direkte etterfølgere , bare mer skamløst ( The Killers ) og refrengsterkt ( Coldplay ) .",1
Da hjelper det lite med halvhjertede shoutouts til Ramones og The Clash - de peker først og fremst på U2s egne mangler .,1
"På "" California "" ( There Is No End To Love ) "" parafraseres finske The Rasmus' hit "" In The Shadows "" , av alle ting , og det lånes generelt raust fra nær pophistorie .",1
Men melodiene er gjennomgående ikke minneverdige nok til at de bærer gjentatte runder med Bonos stadig mer anstrengte knekk dansende i øregangene .,1
"Direkte dårlige er kun "" Raised By Wolves "" og "" Volcano "" - særlig sistnevnte er en brautende ikke-låt som viser at bandet kanskje har sagt det meste de har å si på dette tidspunktet .",1
Mot slutten av albumet skjer det imidlertid noe .,0
Skuldrene senkes ; tvilen og ambivalensen som tilhører et halvkjørt liv får snike seg inn .,0
"Det resulterer i to av bandets sterkeste låter på snart 15 år - den beint fram nydelige , synthdrevne balladen "" Sleep Like A Baby Tonight "" og dumpe , dempede "" Troubles "" , der Lykke Li viser seg som en overraskende perfekt vokalmatch for vår mann med det hvite flagget .",0
U2s status som et av verdens største rockeband synes ugjenkallelig tapt .,1
Men Songs Of Innocence er likevel et lite steg i riktig retning .,0
"Noen må forvalte De Store Følelsene , også i 2014 - da er ikke disse karene de verste å ha i bakhånd .",0
Seier for ereksjonen,0
Det var en erigert utgave av Turboneger som gikk av scenen etter halvannen time i sola på Roskilde .,0
Å kjempe mot sola er blitt Turbonegers tilbakevendende bane på Roskilde .,0
"Denne gangen hadde sola passert sitt høyeste punkt med tre timer da bandet gikk på , og varmen var på sitt høyeste så langt under festivalen .",0
"På akkurat samme tidspunkt , på akkurat samme scene , gikk bandet også på i 2005 .",0
Den store forskjellen på de to konsertene er vokalisten og energinivået .,0
"Euroboy , for anledningen i et Jahn-Teigen-tidlig-80-talls-aktig kostyme river uten problemer i stykker den varme sommerluften og Tony Sylvester gjør det han kan for å skape en mørkest mulig stemning .",0
Han og resten av gjengen makter også til tider å mentalt skru av sola og skape den lett hedonistiske verdenen de står for musikalsk .,0
For det er ikke til å komme fra at sollyset ikke er dette bandets beste venn .,0
Bandet gjør seg trolig aller best i en mørk kjeller .,0
Men musikken innbyr likevel til stadionformatet og er selvsagt godt egna for allsang .,0
Gjennom halvannen time får vi en god blanding av eldre og nyere materiale .,0
"Nyere låter som "" I got a knife "" , "" Mister Sister "" , "" Dude without a Face "" og "" You Give Me Worms "" , alle fra sisteskiva Sexual Harassment , sklir alle godt inn i blandinga , uten å skape nevneverdige dødperioder .",0
"Blant de mest ivrige i publikum er det som sedvanlig en god porsjon Turbojugend , som også som vanlig er mer enn bare til stede .",0
Men Thomas Seltzer & co makter å engasjere flere enn kun den innerste menigheten .,0
Det gjør de stort sett hele settet gjennom .,0
Det var en periode midt i hvor varmen er i ferd med å legge en demper på stemninga .,1
"Men låter som "" Ass "" , "" Prince Of The Rodeo "" og spesielt avsluttende "" I Got Errection "" tar det hele til nye høyder .",0
"Å dele publikum i to er det eldste trikset i allsangboka , og The Duke Of Nothing brukte det til perfeksjon før Turboneger gikk av scenen uten tegn på ereksjonssvikt .",0
Flere bilder fra Turboneger-konserten på Roskilde :,0
Benedicte Maurseth / Åsne Valland Nordli / Berit Opheim / Kristin « Skaare Fodne ho svara stilt »,0
JAZZ Heilo / Musikkoperatørene,0
"Det er dobbeltjubileum for dikteren Olav H. Hauge og komponisten Geirr Tveitt , som begge ble født for hundre år siden .",0
"Her er det folkemusikksamleren Geirr Tveitt som er i fokus , med innsamlet materiale fra Hardanger som senere ble brukt i { ldquo } Hundrad Hardingtonar "" .",0
"De tre kvederne Benedicte Maurseth Åsne Valland Nordli og Berit Opheim , sammen med Kristin Skaare på flygel , gir musikken en moderne , meditativ form .",0
"Ut av langtrukne linjer og et lett abstrakt pianospill trer de korthugne melodistrofene i relieff , de tre stemmene veves i en delikat klangblanding .",0
Maurseths hardingfelespill gir en kjærkommen klangvariasjon mot slutten .,0
"{ ldquo } Moltor og Myrabær { ldquo } og { ldquo } Langeleiklåt "" er blant høydepunktene .",0
Singularity,0
Kald krig og atomfrykt møter tidsreiser !,0
"Rett etter andreverdenskrig hadde USA atomvåpen , det eneste landet med makten til å bokstavelig talt tilintetgjøre en hel by .",0
"Stalin satte i gang et forskningsprosjekt for å gi Sovjet-staten et tilsvarende våpen , og svaret ble Element -99 .",0
"Ren energi , tidsreiser og ekstreme krefter kunne utløses av det tidligere ukjente stoffet .",0
Gjett hva som skjer nå ...,0
"( Pst , noe gikk galt )",0
"Russerne la lokk på basen Katroga - 12 , de ville skjule det som gikk så fryktelig galt .",0
"Så , plutselig , går en elektromagnetisk puls i lufta og et par helikoptere krasjer .",0
To overlevende er fanget uten mulighet til å kommunisere med verden på utsiden .,0
"Her tar du over , i rollen som Nate Renko , og jobben vil ikke bli lett for å si det sånn .",0
En dæsj av ditt og datt,0
"På mange måter har Raven Software lånt mye fra "" store brødrene "" Bioshock og Killzone-spillene .",0
Forskjellen fra Bioshock at er at vi er på en forlatt russisk øy og ikke under vann .,0
"Og mange vil nok ( feilaktig ) sammenligne Singularity med disse spillene , og tenke at det ikke er verdt å spille .",0
"Det er feil , feil og atter feil .",0
"Raven Software har , trass likhetene , klart å skape et enormt og spennende spillunivers .",0
- Singularitet i relativitetsteorien er et punkt i romtid der en egenskap er uendelig .,0
Wikipedia om singularitet,0
"En av spillmekanikkens mer spennende sider er bruken av en såkalt "" TMD "" eller "" time manipulation device "" .",0
"Den er festet på Renko sin venstre hånd , og er lett å bruke med Xbox-kontrolleren .",0
"Den lar deg forynge eller aldre objekter og fiender , bruke telekinses og selvsagt skyte energistråler .",0
Dette gir mye variasjon i løpet av spillets vel 8 - 9 timer lange historie .,0
Kjip flerspiller,1
"En flerspiller del er også med , men her faller spillmekanikken til kort .",1
Kampene er ikke balanserte eller særlig underholdene i lengden .,1
Singularity sin styrke ligger i historien og situasjonene hvor fortellingen krever at du bruker kløkt og intellekt for å løse oppgaver .,0
"Grafikken og lyden gjør atmosfæren til en opplevelse , kanskje ikke på nivå med Bioshock , men fortsatt veldig bra .",1
"Du får faktisk tid til å ta innover deg omgivelsene før det raske tempoet i historien drar deg videre , for dette er ikke kjedelig .",0
"Dessverre viser også Singularity tegn på hastverksarbeid , for jeg opplevde mange "" bugs "" og "" glitches "" i grafikken .",1
"Det ødelegger , men overskygger heldigvis ikke for spillets fortelling .",1
"Singularity er et godt spill , som lider av at Raven Software ikke hadde penger til å gjøre den siste finpussen .",1
"Og det er nok ikke en "" stayer "" siden flerspillerbiten er enkel , ubalansert og raskt ganske kjedelig .",1
"Liker du sci-fi , action og første personsskyetere , har du likevel nesten 10 timer med knall spilling foran deg .",0
Kjærlighetsforviklinger i rånebygda,0
En norsk rånekomedie med stor harryfaktor – kan det bli morsomt ?,0
"Svaret er ja , så absolutt .",0
Det handler om unge mennesker som vil finne den rette .,0
Kalle med bart og kullsvart cowboyhatt kommer hjem fra uniten .,0
"I bagasjen har han « lick-a-baum » , en vare med tilnærmet ecstasyvirkning på brukerne , ser det ut til .",0
Men Kalle vil mer enn å tjene tusenlapper .,0
Målet er å vinne den skjønneste dama i bygda :,0
Trine .,0
"Men sukk og stønn , der står vennen Christer og frir .",0
Til hvem ?,0
"Kalles utkårede , så klart .",0
JEG SKAL SI manusforfatter Thomas Moldestad har fått sving på komplottene sine .,0
Han står bak historien i « Fritt vilt » som trekker tusener på kino for øyeblikket .,0
Nå fikser han også en festlig vri på kjærlighetsjakten i « Kalde føtter » .,0
Moldestad lar Kalle hyre Veronica til å lure stakkars Christer opp i stry og vekk fra Trine .,0
Påfunnene kiler lattermusklene i rikelig monn .,0
Den pripne kan saktens innvende at her rulles det fram mye tåpelig situasjonskomikk .,1
Men flere scener er så overrumplende komiske i sin råne-rølpethet at de fungerer .,0
"REGISSØR Alexander Eik ( Kvinnen i mitt liv , 2003 ) stortrives med materialet han har fått mellom hendene .",0
Åpningsscenen med et tilstundende bryllup i bygdas kirke er morsomt klippet – med en nervøs brudgom på rømmen mellom snødekte gravsteiner .,0
Virkningen er stilig når scenen gjentas mot slutten .,0
"En ny desperat brudgom legger på sprang , nå av en enda mer penibel grunn .",0
I det hele tatt har Eik øye for komiske effekter .,0
Han lar karikaturene danse på syltynn line over avgrunner merket « det vulgære » og « det tåpelige » .,0
Bare én gang ramler han rett ned :,1
I scenen der den sexfikserte pappaen til Christer drar fram oppblåsbare Barbara for å belære sønnen om kroppens mysterier .,0
Da tynes moroa for langt .,1
Litt mer kill-your-darlings hadde gjort seg .,1
MOLDESTAD lyktes ikke helt i å gi fem venner tydelige særegenheter i grøsseren « Fritt vilt » .,1
Personkarakteristikkene er mye bedre utviklet i « Kalde føtter » .,1
Kalle er kynisk egoist .,1
"Trine er søt jente , men ikke uten bein i nesa .",0
Man kunne likevel ønske enda mer særpreg i hennes figur .,1
"Rødhårete Veronica har anlegg for å spille roller og kle seg i farlig svart , bare hun får godt betalt .",0
Moldestad og Eik fletter også inn god generasjonssatire .,0
"Pappa til Christer , som attpåtil er stedets prest ( artig Benny Borg i rollen ! ) , er en superfrigjort kroppstilbeder som gir sønnen prestasjonsangst i senga .",0
De countryrocka foreldrene til Trine er mer opptatt av motorsykler og soveromsaktiviteter enn av datterens behov .,0
HOVEDROLLEINNEHAVERNE Andreas Blix Henriksen ( Christer ) og Sarah Elise Steensby ( Trine ) er plukket ut i TV2s program « Filmstjerne » .,0
Slikt kunne jo gått aldeles galt .,1
Men begge kommer godt fra det .,0
Blix Henriksen får mest å spille på mens Steensbys hovedjobb er å glitre foran guttas øyne .,1
Det gjør hun til gagns .,0
Lasse Valdal ( Kalle ) og Hanne Kavli Lund ( Veronica ) gjør en utmerket innsats og legger navn til rekken av unge skuespillere som fikser å agere foran et kamera .,0
Og Magnus Beite har skaffet filmen musikk som kler miljøet og de alltid skiftende stemninger .,0
Du blir ikke klokere av « Kalde føtter » .,1
Men moro er det lell .,0
Sankt Zamperini,0
"Angelina Jolies « Unbroken » er et langt , dyrt og ubehjelpelig banalt motivasjonsseminar om å aldri gi opp .",1
FILM :,0
"Med sinn innsats i Yann Demanges « '71 » og David Mackenzies « Starred Up » , stod den unge engelskmannen Jack O'Connell for to av de mest imponerende rolletolkningene i året som gikk .",0
"Slikt går naturligvis ikke upåaktet hen , og allerede nå er han aktuell med sin første hovedrolle i en hollywoodfilm .",0
Dessverre er det lite O'Connell kan gjøre for å redde Angelina Jolies spekulative lidelsesmaraton « Unbroken » .,1
"Lidelsespornografi « Unbroken » forteller den på alle måter imponerende livshistorien til den amerikanske langdistanseløperen og krigsfangen Louis Zamperini ( 1917 - 2014 ) , med hovedfokus på hans deltakelse i sommer-OL i Berlin i 1936 og hans militærinnsats under Den andre verdenskrig .",1
"Det er åpenbart at Jolie har ønsket å lage en inspirerende film , og det å inspirere en av verdens rikeste og mest berømte skuespillere er formodentlig ingen enkel sak .",0
"« Unbroken » er en film om å overvinne motgang , men den hemmes av at Jolie har fratatt Zamperini hans menneskelighet og forvandlet ham til en overmenneskelig viljesterk og edel skikkelse som det er umulig for et allmennpublikum å relatere til .",1
"Såpass klisjémessig inspirerende blir det faktisk , at man blir sittende og vente på at logoen til en amerikansk joggesko- eller leskedrikkprodusent skal manifestere seg på lerretet .",1
Og når Coldplay dukker opp på lydsporet under rulleteksten virker det som den mest naturlige ting av verden .,1
"Selvhjelpsverktøy Jolies regi fremstår gjennomgående som usikker og ineffektiv , og de lange og retningsløse scenene gir opphav til en rastløshet som gjør det vanskelig å ta filmens karikerte rollefigurer og éndimensjonale konflikter på alvor .",1
"Den altomfattende håpløsheten og lidelsen skildres med samme innsikt og presisjon som en velplassert emoji , og O'Connells innwq5w motvirkes hele veien av et klønete manus og kostymeavdelingens bisarre forsøk på å få ham til å se italiensk ut .",1
"« Unbroken » gir kanskje mer mening som terapeutisk verktøy enn som filmfortelling , men det sier seg også selv at selvhjelpsfilmer laget av og for verdensberømte milliardærer vil ha et noe begrenset nedslagsfelt .",1
Slitne « sjokk »,1
Barnlig « grøsser »,1
HANDLER OM :,0
"Etter at moren hennes døde under mistenkelige omstendigheter , forsøkte Anna å ta livet sitt .",0
Deretter havnet hun på psykiatrisk sykehus .,0
"Da hun kommer ut blir hun hjemsøkt av spøkelser , og fatter mistanke om at fars nye kjæreste var involvert i dødsfallet .",0
DOM :,0
Nyinnspillinger av asiatiske horrorfilmer for ungdom er for lengst blitt en miniindustri-i-industrien i Hollywood .,0
"Denne baserer seg på sørkoreanske Kim Jee-Wons « Janghwa , Hongryeon » ( 2003 ) .",0
"De britiske Guard-brødrene gjør som best de kan med en grei grøsserkonstruksjon , men manuset ellers er uhyre tynt - omtrent tilstrekkelig til 45 minutter som del av en halvdårlig serie på TV .",1
"Kamerat deres er i overkant begeistret for å dvele ved Arielle Kebbel dukkefjes , og skuespillerinnsatsene ellers er lite bemerkelsesverdige .",1
"Sjokkeffektene er slitne , og de færreste over 13 vil bli særlig skremt .",1
"Det er jo dumt , all den tid aldersgrensen er 15 .",1
MORTEN STÅLE NILSEN,0
Mørke sjeler,0
For dårlig for kino !,1
Det er imponerende at noen brenner så mye for en film at de bruker tre år på innspillingen .,0
"Men Mørke sjeler fremkaller dessverre mer vantro latter , tunge sukk og rulling av øyne enn følelsen av skrekk .",1
"Den befinner seg i en sjanger der filmer ikke trenger å være av Scorsese-kaliber for å være gode , men dette er altfor dårlig for kino .",1
Svart gørr,0
Historien er sånn cirka slik :,0
Tilfeldige mennesker blir overfalt og drillet i hodet i Oslo .,0
"Ofrene dør tilsynelatende , men våkner i en zombielignende tilstand , mens de til stadighet spyr ut svart gørr .",0
Faren til ett av ofrene ( Morten Rudå ) starter egen etterforskning for å finne ut hvem som står bak .,0
Bommer på historien,1
"De norskbaserte franskmennene César Ducasse og Mathieu Peteul har skrevet manus , produsert , klippet og regissert .",0
Rulleteksten er kort .,0
"Det gjøres flere ålreite ting når det gjelder kamerabruk , lydeffekter , musikk og klipping .",0
"Jeg ser åpenbare referanser til filmer som f.eks . Driller Killer og The Ring , men filmskaperne bommer totalt på historien , og greier heller ikke å sette den rette stemningen .",0
Det er ikke lett å tro på apokalypsen når drosjer kjører rolig av sted i bakgrunnen .,1
Intenst overspilt,1
"Mysteriet avdekkes etter hvert , uten å forklare noe om motiv eller den store tanken bak galskapen .",1
"Flere oransjekledde drillere opererer fra en fabrikk , under ledelse av en gammel mann .",0
Jeg skjønner rett og slett ikke tegninga .,1
Det er mulig det har noe med norsk oljeboring å gjøre .,0
"Karl Sundby har en ekstremt overspilt rolle som hjemløs ex-Nordsjødykker , men jeg oppfattet ikke alt han sa om det .",1
I ferd med å sprekke,0
"Forholdsvis kjente fjes som Kyrre Haugen Sydness , Morten Rudå og Ida Elise Broch er med i denne filmen , og de må da på et eller annet tidspunkt ha lurt på om det var særlig smart .",1
"De forsøker å gi historien nødvendig vekt for å forhindre at den stiger til værs som en varmluftsballong , men greier det ikke .",1
"Når Sydness avleverer en liksomkjekk replikk mot slutten av filmen , ser det ut som han selv er i ferd med å sprekke i vantro latter .",1
Knapper og glansbilder,0
"Jeg skjønner at de fleste av mine innvendinger kan forklares med at en bitteliten stab har prestert en hel film for knapper og glansbilder , i dette tilfellet ca en million kroner .",0
Det er godt gjort at man har orket alt dette på minibudsjett og i tillegg få vist det på kino .,0
Men burde filmen være der ?,1
"Nei , jeg synes ikke det .",0
Dette er en skikkelig kinokalkun som passer bedre på DVD for meget spesielt interesserte .,1
"På ingen måte Neil Youngs verste , bare du er tålmodig",0
Orkester / storband-albumet « Storytone » er faktisk et ganske typisk Neil Young-album .,0
ALBUM :,0
"Ikke før har han stavret seg ut av det lille telefonavlukket på teknisk museum der han spilte inn coverlåter med Jack White , skilt seg og blitt kjæreste med Daryl Hannah , så tauer Neil Young ( straks 69 ) inn et 92-personers filharmonisk orkester og et storband for å spille inn en serie låter med tematikk i krysningspunktet mellom Autofil , Natur & Miljø og Vi over 60 .",0
"Det virker altså helt uaktuelt for Young å gjøre det lett for seg selv - sette seg ned og lage en konvensjonell akustisk country / folk-plate eller enda bedre : en elektrisk harveplate med Crazy Horse som utelukkende byr på gode låter , som en ny « Ragged Glory » 25 år etter .",1
Kanelspor i skiten,0
Nå ble jeg veldig negativ her .,1
"Hovedinntrykket av « Storytone » , som i tillegg til orkester / storband-pakka byr på reprise av alle sangene i nedstrippet , akustisk format , er noe mer nyansert enn som så .",0
"Som tradisjonen etter hvert har blitt med Neil Young og hans innfallspregede arbeidsmetodikk og dormende genialitet , er det alltid noen spor av kanel i skiten , alltid et par hjerteslag av gull hist og her .",0
"20 tunge år I forkant av konserten med Crazy Horse i Bergen tidligere i år , satte jeg meg ned for å lage en 100-låters spilleliste som oppsummerer karrieren til Neil Young .",0
"Én ting var å bli enig med seg selv ( og etterpå krangle med likesinnende ) om det « klassiske » utvalget ( jada , « Thrasher » burde vært med ) .",0
Noe ganske annet var det selvvalgte premisset med å plukke minst én låt fra samtlige studioalbum .,0
"I seg selv ikke noen sak , men vondere når det gikk på bekostning av enda flere årgangsklassikere .",1
Denne øvelsen var likevel åpenbarende på mange måter :,0
Før det første :,0
"Neil Young har de siste tjue årene , siden allment bejublede « Sleeps With Angels » ( 1994 ) , stort sett , mer eller mindre , gitt ut ganske svake , uforløste eller kjedelige plater .",1
"To hederlige unntak er « Prairie Wind » ( 2005 ) - det nærmeste han har vært en god plate i « Harvest » -kategorien , og den forfriskende venstresving som Daniel Lanois-produserte « Le Noise » ( 2010 ) .",0
Men selv disse er ikke uten svakheter .,1
I selvforaktende etterpåklokskap er nok også disse platene ofre for i overkant velvillige førstelyttinger .,1
"Det er nemlig lett å la seg umiddelbart forføre og begeistre av en ny Neil Young-plate , nærmest instinktivt — den nostalgiske varmen man føler ved gjenhør med det dovne , steine fuzzlyden til Crazy Horse etter noen års fravær , eller den lune klangen , de blafrende strengene og den unike munnspilltonen i Neils akustiske sound .",0
Men vi gir ham ikke opp,0
For det andre :,0
"Det er nesten alltid minst én låt , kanskje to hvis vi er heldige , som står fram - mer til tross for enn på grunn av de mer eller mindre interessante konseptuelle rammene de er dyttet inn , og uansett hvor skuffende albumet ellers måtte være .",1
Og for det tredje :,0
"Den ambivalente følelsen man får av å fornemme nettopp Neil Youngs dormende , instinktdrevne geni gjør at vi aldri helt gir ham opp , tross alt .",0
"Youngs ganske konsekvente antikonvensjonelle « fuck you » -holdning knyttet til hva slags musikk vi forventer at han skal lage , er i det lange løp en form for varig konkurransefortrinn , selv om det er irriterende å forholde seg til .",1
"Platene hans kan være helt jævlige og likevel litt imponerende på samme tid , slik som den andre coverplata han ga ut for ikke altfor lenge siden , « Americana » , der han og Crazy Horse hørtes ut som de hadde spilt inn og gitt ut første øving etter flere års pause .",1
"Mye hat og elsk på samme tid altså - men er ikke det egentlig å foretrekke framfor for eksempel tre-fire dvaske , ganske like Bruce Springsteen-plater på rad ?",1
"Typisk Neil , hva nå det er Påstanden , etter en slags kontekstualisert vurdering , er derfor at « Storytone » , sin litt uvanlige / utypiske musikalske innpakning til tross , er en ganske typisk Neil Young-plate - slik han har praktisert ideen om seg selv det siste tiåret .",1
"De symfoniske låtene er ganske tilforlatelige , i hvert fall så lenge du er blant dem som synes en « A Man Needs A Maid » eller en « Such A Woman » er til å leve med , og ikke plages av at de norske voksenpopfavorittene dine spiller inn plater med KORK .",0
"Storbandlåtene er derimot ordentlig tunge å fordøye , jeg tar meg i å gispe etter luft og gripe etter « This Note's For You » i ren desperasjon av å høre « I Want To Drive My Car » og « Say Hello To Chicago » , deres stilbevissthet og beriking av Neil Young-katalogen er fullt på høyde med en av hans virkelige konseptkalkuner , rockabillyplaten « Everybody's Rockin ' » ( 1983 ) .",1
"Disse sangene beviser muligens - igjen - at Neil Young trolig bare har ja-mennesker i sitt støtteapparat , det er ingen der til å sette ned foten for noe som helst .",1
Jeg føyer « When I Watch You Sleeping » og « All Those Dreams » til lista over sanger det går an å høre på også etter at neste eiendommelige elbilmusikal eller økologiske polka-album ser dagens lys og tenker at det tross alt kunne vært verre .,0
"Men også - som vanlig - mye , mye bedre .",1
Aerosmith :,0
« Music From Another Dimension ! »,0
Ludderrock .,1
"Tilbake etter åtte år med såpeopera , og det er stive , svette smil og helgarderinger over hele linja .",1
"« Music From Another Dimension ! » trykker på alle de vante knappene - funky hardrock , boogie og blues , Stones-rockere som maser mer enn de svinger , et utall powerballader .",0
Samt et par nye avarter :,0
Powerballader av typen country ( en duett med Carrie Underwood ) og - grøssende fælt - musikal ( « Another Last Goodbye » ) .,1
"Diane Warren , Marti Fredriksen og Desmond Child har hjulpet til med å konstruere dette overlessede Frankenstein-monsteret av et « rock » -produkt .",1
"Det blir vel en ny turné , om ikke annet .",1
Og slik går no åran .,0
BESTE LÅT :,0
« Oh Yeah »,0
MORTEN STÅLE NILSEN,0
Briljant thriller,0
USA 2010,0
Regi :,0
Anton Corbijn,0
Manus : Rowan Joffe etter en roman av Martin Booth,0
Musikk :,0
Herbert Grönemeyer,0
Skuespillere :,0
"George Clooney , Violante Placido , Bruce Altman , Thekla Reuten , Irina Björklund",0
Sensur :,0
15 år,0
Egnethet :,0
Ungdom / voksen,0
"Denne thrilleren baserer seg på en roman av Martin Booth , utkommet i 1990 .",0
Originaltittelen er « A Very Private Gentleman » .,0
"Fokuset er på en såkalt « shadow-dweller » , en teknisk våpenekspert som skaper og leverer våpen for snikmord på høyt plan .",0
I romanen er våpenet ment å skulle brukes mot Yassir Arafat .,0
I filmen sies det kun at « Du kommer til å lese om det i avisene » .,0
Denne amerikaneren befinner seg i en landsby i Italia mens han forbereder sitt neste arbeid .,0
"Han holder kontakt med sin arbeidsgiver per telefon , en annen kontakt for samme jobben , en kvinne , dukker opp med spesifikke arbeidskrav .",0
"Men under det hele tikker en nettopp avsluttet jobb i Sverige , en jobb han måtte flykte fra .",0
Noe gikk galt fordi han lot seg involvere med en utenforstående kvinne .,0
Også denne gang gir han slipp på det profesjonelle grepet :,0
"Han blir venn med en aldrende prest og han involverer seg mer enn en betalt time med en ung , prostituert kvinne .",0
"Han føler noe er galt , han ser fiender overalt .",0
Samtidig forbereder han den nye jobben .,0
« The American » er en briljant film .,0
"En spenningsthriller , samtidig en psykologisk studie av en jaget mann .",0
"Filmen er laget for amerikansk kapital , men romanen den baserer seg på er skrevet av en brite , også manusforfatteren er britisk .",0
"Og regissøren Anton Corbijn er nederlandsk , tidligere mest kjent for sine musikkvideoer , blant annet med U2 og Metallica .",0
Også musikken er skrevet av en nederlender .,0
"Regigrepene virker mer europeiske enn hollywoodske , både i den rolige rytmen i selve fortellerstrukturen , i stemningene , i presentasjonen av personene , i de filmatiske uttrykkene , uten at det noen gang blir tregt .",0
"Filmen besitter en dyp nerve , den bygges finurlig opp , slik at hele tiden beholdes den ulmende spenningen og den tikkende uroen .",0
Handlingsutviklingen kan faktisk avleses i George Clooneys våkne ansikt .,0
Igjen :,0
Briljant .,0
Anbefales på det sterkeste .,0
Men husk for all del :,0
Dette er verken en videreføring av Clooneys « Oceans » -filmer eller en variant av Bruce Willis-universet .,0
"Filmen minner faktisk mer om den første « Sjakalen » -filmen ( etter Frederick Forsyths roman ) , den fra 1973 .",0
Beckstrøm :,0
« Drøm videre ! »,0
( Pilar / Sonet ),0
"Lars Fredrik Beckstrøm , bassisten i deLillos , er ute med sin fjerde soloplate .",0
"Som låtskriver har Beckstrøm ofte kommet litt i skyggen av Lars Lillo-Stenberg , selv om flere av konsertfavorittene til deLillos er signert Beckstrøm .",0
"« Drøm videre ! » er en variert produksjon med sanger som både inneholder litt blues , rock og mest visepop .",0
"Beckstrøm skriver gode sanger , han har tekster som er gode , og av og til morsomme historier .",0
"På det nye albumet tar han lytterne med både til Kina og på Tivoli , og han har oss stifte bekjentskap både med blomster , mesén og de hvite dagene .",0
« Drøm videre ! » er en av de platene som vokser og blir bedre jo mer du spiller den .,0
"På denne jevnt , gode platen er « Kina » , « Heksevisa » og « Hvite dager » trioen som rager litt høyere enn de andre .",0
Øystein Sunde « Ute var det sol »,0
( Spinner / Universal ) ( CD single ),0
Øystein Sunde markerer sitt 35-årsjubileum med en smakebit fra hans nye album som kommer i mars .,0
« Ute var det sol » er en litt annerledes Øystein Sunde enn det vi er vant til .,0
"Ikke munnrapp og morsom , men mer melankolsk , ettertenksom i en sang som tar utgangspunkt i farens dødsfall , begravelse og « skjøre minner fra vi var små » .",0
"Dette er en svært ordinær single , langt fra så umiddelbar som det vi er vant til fra den munnrappe ordekvilibristen fra Skarnes .",1
Sangen gir deg heller ikke den lille melodilinja du kan gå og nynne på etter å ha hørt sangen et par ganger .,1
« Ute er det sol » klarer ikke å skape noen forventninger til Sundes første album siden « Nå er begeret nådd » som kom i 1999 .,1
Kanskje Sunde med denne singelen vil dempe eventuelle forventninger .,1
Impotent pornoparodi,1
Kunstneren bak « Jordbærmus » har laget en like meningsløs klubbkalkun .,1
Låt :,0
Jeg liker Aune Sand .,0
"Han byr på seg selv som få andre , enten han personifiserer motivene samboeren er kjent for å male eller kommer som en spirituell « Special-Jesus » .",0
"Nå er deler av hans lett overomtalte pengefabrikk av en bok , « Jordbærmus » , ute som låt .",1
"Ved hjelp av den StarRoc-affilierte Martin Kleveland på produksjon og Sofie Rose på et ufattelig amatøraktig refreng , byr kunstneren på en like meningsløs klubbkalkun .",1
Den oppsiktsvekkende daffe erotika-dancen kan minne om en humorblottet versjon av Gunthers « Ding Dong Song » og en impotent pornoparodi av Baz Luhrmanns « Everybody's Free ( To Wear Sunscreen ) » .,1
Men det er ingen pinlig berøring her .,0
Det barometeret ble sprengt i filler av den grusomme Tix-låta tidligere i år .,1
Og apropos russelåt - « Jordbaermus » er ikke god nok til å drikke seg sanseløs til på Tryvann engang .,1
"Den tørre kvasipoesien går inn det ene øret og ut det andre , kanskje med unntaket av « Jeg tok henne bakfra .",1
Jeg elsket det » - som akkurat er nok til at Serge Gainsbourg holder midtfingeren opp fra grava .,1
« Jordbaermus » inneholder selvsagt ingen overraskelser - annet enn at Aune Sand ikke klarer å vekke en eneste følelse .,1
"Verken letthet , humor eller engang avsky .",1
Det er altså slik at låten ikke gjør noen verdens ting med deg .,1
Den bare er .,1
Og den er sykt ræva .,1
Bladfyken gjør opp regnskap,0
I,0
On liberty fra 1859 skriver John Stuart Mill at våre oppfatninger stivner hen hvis vi aldri får utfordret det vi tror .,0
"Der Mill var en dannet engelsk filosof , kommer Norges fremste forkjemper for ytringsfriheten fra en mindre klassisk skole .",0
"Vebjørn Selbekk er « en kristen bladfyk med rar frisyre » , for å bruke samfunnsdebattant Kjetil Rolness ’ karakteristikk .",1
"Som redaktør i den kristne avisa Magazinet har Selbekk , siden han trykket Jyllandspostens Muhammedkarikaturer i 2006 , blitt vår fremste « ekspert » i ytringsspørsmål .",0
"Når Selbekk oppsummerer sitt liv og virke , er det også endringer i ytringsklimaet som står i fokus :",0
« Ett eller annet sted rundt årtusenskiftet fikk sårede religiøse følelser forkjørsrett foran vern om ytringsfriheten » .,0
